Publisher,ISSN,title,mode,APC,year
Wiley,15513793,Integrated Environmental Assessment and Management,Hybrid,3400,2023
Wiley,17494877,Integrative Zoology,Hybrid,3760,2023
Wiley,21600074,"Intelligent Systems in Accounting, Finance and Management",Hybrid,2630,2023
Wiley,14455994,Internal Medicine Journal,Hybrid,3240,2023
Wiley,14682354,International Economic Review,Hybrid,3240,2023
Wiley,13652591,International Endodontic Journal,Hybrid,4430,2023
Wiley,14682362,International Finance,Hybrid,2630,2023
Wiley,20426984,International Forum of Allergy & Rhinology,Hybrid,3710,2023
Wiley,10991107,International Insolvency Review,Hybrid,2630,2023
Wiley,10969853,International Journal for Numerical and Analytical Methods in Geomechanics,Hybrid,4530,2023
Wiley,20407947,International Journal for Numerical Methods in Biomedical Engineering,Hybrid,4430,2023
Wiley,10970207,International Journal for Numerical Methods in Engineering,Hybrid,5050,2023
Wiley,10970363,International Journal for Numerical Methods in Fluids,Hybrid,4220,2023
Wiley,10991115,International Journal of Adaptive Control and Signal Processing,Hybrid,3140,2023
Wiley,17447402,International Journal of Applied Ceramic Technology,Hybrid,4070,2023
Wiley,20411294,International Journal of Applied Glass Science,Hybrid,4070,2023
Wiley,14734192,International Journal of Applied Linguistics,Hybrid,2940,2023
Wiley,15569187,International Journal of Applied Psychoanalytic Studies,Hybrid,2630,2023
Wiley,14768070,International Journal of Art & Design Education,Hybrid,2630,2023
Wiley,10991123,International Journal of Auditing,Hybrid,2630,2023
Wiley,10970215,International Journal of Cancer,Hybrid,4840,2023
Wiley,10974601,International Journal of Chemical Kinetics,Hybrid,3350,2023
Wiley,1097007X,International Journal of Circuit Theory & Applications,Hybrid,3660,2023
Wiley,10970088,International Journal of Climatology,Hybrid,3550,2023
Wiley,10991131,International Journal of Communication Systems,Hybrid,3450,2023
Wiley,14706431,International Journal of Consumer Studies,Hybrid,3090,2023
Wiley,14682494,International Journal of Cosmetic Science,Hybrid,3400,2023
Wiley,14710307,International Journal of Dairy Technology,Hybrid,3760,2023
Wiley,16015037,International Journal of Dental Hygiene,Hybrid,3450,2023
Wiley,13654632,International Journal of Dermatology,Hybrid,3760,2023
Wiley,1873474X,International Journal of Developmental Neuroscience,Hybrid,3240,2023
Wiley,1098108X,International Journal of Eating Disorders,Hybrid,4940,2023
Wiley,17427363,International Journal of Economic Theory,Hybrid,3050,2023
Wiley,13652613,International Journal of Experimental Pathology,Hybrid,3550,2023
Wiley,10991158,International Journal of Finance & Economics,Hybrid,3090,2023
Wiley,13652621,International Journal of Food Science & Technology,Hybrid,3550,2023
Wiley,10991166,International Journal of Geriatric Psychiatry,Hybrid,4840,2023
Wiley,18793479,International Journal of Gynecology & Obstetrics,Hybrid,3950,2023
Wiley,10981098,International Journal of Imaging Systems and Technology,Hybrid,3450,2023
Wiley,1744313X,International Journal of Immunogenetics,Hybrid,2630,2023
Wiley,1751553X,International Journal of Laboratory Hematology,Hybrid,3550,2023
Wiley,14606984,International Journal of Language & CommunicationDisorders,Hybrid,3860,2023
Wiley,14682370,International Journal of Management Reviews,Hybrid,4020,2023
Wiley,14470349,International Journal of Mental Health Nursing,Hybrid,4580,2023
Wiley,10991190,International Journal of Network Management,Hybrid,3140,2023
Wiley,10991204,"International Journal of Numerical Modelling: Electronic Networks, Devices and Fields",Hybrid,3040,2023
Wiley,20473095,International Journal of Nursing Knowledge,Hybrid,3040,2023
Wiley,1440172X,International Journal of Nursing Practice,Hybrid,3710,2023
Wiley,17483743,International Journal of Older People Nursing,Hybrid,4120,2023
Wiley,10991212,International Journal of Osteoarchaeology,Hybrid,4020,2023
Wiley,1365263X,International Journal of Paediatric Dentistry,Hybrid,4220,2023
Wiley,1464066X,International Journal of Psychology,Hybrid,3240,2023
Wiley,1097461X,International Journal of Quantum Chemistry,Hybrid,4330,2023
Wiley,1756185X,International Journal of Rheumatic Diseases,Hybrid,3350,2023
Wiley,10991239,International Journal of Robust and Nonlinear Control,Hybrid,4070,2023
Wiley,15420981,International Journal of Satellite Communications and Networking,Hybrid,3760,2023
Wiley,14682389,International Journal of Selection and Assessment,Hybrid,2630,2023
Wiley,14682397,International Journal of Social Welfare,Hybrid,3190,2023
Wiley,14682400,International Journal of Systematic Theology,Hybrid,2630,2023
Wiley,15221970,International Journal of Tourism Research,Hybrid,3450,2023
Wiley,14682419,International Journal of Training and Development,Hybrid,2630,2023
Wiley,14682427,International Journal of Urban and Regional Research,Hybrid,3760,2023
Wiley,1749771X,International Journal of Urological Nursing,Hybrid,2630,2023
Wiley,14422042,International Journal of Urology,Hybrid,3400,2023
Wiley,1564913X,International Labour Review,Hybrid,2940,2023
Wiley,14682435,International Migration,Hybrid,3400,2023
Wiley,14667657,International Nursing Review,Hybrid,3090,2023
Wiley,14682443,International Review of Finance,Hybrid,2630,2023
Wiley,15222632,International Review of Hydrobiology,Hybrid,2940,2023
Wiley,17586631,International Review of Mission,Hybrid,2630,2023
Wiley,14682451,International Social Science Journal,Hybrid,2630,2023
Wiley,1468246X,International Social Security Review,Hybrid,2630,2023
Wiley,17515823,International Statistical Review,Hybrid,4430,2023
Wiley,14753995,International Transactions in Operational Research,Hybrid,3660,2023
Wiley,24761508,Internet Technology Letters,Hybrid,2630,2023
Wiley,17447410,Invertebrate Biology,Hybrid,3450,2023
Wiley,25732331,IPPR Progressive Review,Hybrid,3140,2023
Wiley,15310361,Irrigation and Drainage,Hybrid,3450,2023
Wiley,14401738,Island Arc,Hybrid,2940,2023
Wiley,18695868,Israel Journal of Chemistry,Hybrid,4220,2023
Wiley,15216551,IUBMB Life,Hybrid,4020,2023
Wiley,25749870,JACCP:  Journal of the American College of Clinical Pharmacy,Hybrid,3140,2023
Wiley,17427924,Japan Journal of Nursing Science,Hybrid,2750,2023
Wiley,27691357,Japanese Journal of Sociology,Hybrid,2550,2023
Wiley,14685965,JCMS: Journal of Common Market Studies,Hybrid,3970,2023
Wiley,25735098,JFSA Reports,Hybrid,3050,2023
Wiley,15518833,Journal AWWA,Hybrid,3050,2023
Wiley,16100387,Journal der Deutschen Dermatologischen Gesellschaft,Hybrid,4070,2023
Wiley,17540208,Journal For Eighteenth-Century Studies,Hybrid,2630,2023
Wiley,17446155,Journal for Specialists In Pediatric Nursing,Hybrid,3040,2023
Wiley,24755389,Journal for the Anthropology of North America,Hybrid,3090,2023
Wiley,14685906,Journal for the Scientific Study of Religion,Hybrid,2940,2023
Wiley,14685914,Journal for the Theory of Social Behaviour,Hybrid,3040,2023
Wiley,1475679X,Journal of Accounting Research,Hybrid,3860,2023
Wiley,21611874,Journal of Addictions & Offender Counseling,Hybrid,2630,2023
Wiley,10959254,Journal of Adolescence,Hybrid,3000,2023
Wiley,19362706,Journal of Adolescent & Adult Literacy,Hybrid,2600,2023
Wiley,2637403X,Journal of Advanced Manufacturing and Processing,Hybrid,3660,2023
Wiley,13652648,Journal of Advanced Nursing,Hybrid,4940,2023
Wiley,14710366,Journal of Agrarian Change,Hybrid,3660,2023
Wiley,14779552,Journal of Agricultural Economics,Hybrid,3760,2023
Wiley,1439037X,Journal of Agronomy and Crop Science,Hybrid,4330,2023
Wiley,15325415,Journal of American Geriatrics Society,Hybrid,4530,2023
Wiley,14685922,Journal of Analytical Psychology,Hybrid,3140,2023
Wiley,14697580,Journal of Anatomy,Hybrid,3600,2023
Wiley,14390388,Journal of Animal Breeding and Genetics,Hybrid,4330,2023
Wiley,13652656,Journal of Animal Ecology,Hybrid,3400,2023
Wiley,14390396,Journal of Animal Physiology and Animal Nutrition,Hybrid,4220,2023
Wiley,19383703,Journal of Applied Behavior Analysis,Hybrid,3140,2023
Wiley,17456622,Journal of Applied Corporate Finance,Hybrid,2630,2023
Wiley,16005767,Journal of Applied Crystallography,Hybrid,4640,2023
Wiley,13652664,Journal of Applied Ecology,Hybrid,3400,2023
Wiley,10991255,Journal of Applied Econometrics,Hybrid,3660,2023
Wiley,14390418,Journal of Applied Entomology,Hybrid,4330,2023
Wiley,14685930,Journal of Applied Philosophy,Hybrid,3610,2023
Wiley,10974628,Journal of Applied Polymer Science,Hybrid,4430,2023
Wiley,14683148,Journal of Applied Research in Intellectual Disabilities,Hybrid,4330,2023
Wiley,15591816,Journal of Applied Social Psychology,Hybrid,3240,2023
Wiley,10991263,Journal of Applied Toxicology,Hybrid,4220,2023
Wiley,15488667,Journal of Aquatic Animal Health,Hybrid,3550,2023
Wiley,15214028,Journal of Basic Microbiology,Hybrid,2940,2023
Wiley,10990771,Journal of Behavioral Decision Making,Hybrid,3350,2023
Wiley,10990461,Journal of Biochemical and Molecular Toxicology,Hybrid,4020,2023
Wiley,13652699,Journal of Biogeography,Hybrid,4840,2023
Wiley,15524965,Journal of Biomedical Materials Research Part A,Hybrid,4220,2023
Wiley,15524981,Journal of Biomedical Materials Research Part B: Applied Biomaterials,Hybrid,3090,2023
Wiley,18640648,Journal of Biophotonics,Hybrid,4940,2023
Wiley,15234681,Journal of Bone and Mineral Research,Hybrid,3710,2023
Wiley,14685957,Journal of Business Finance & Accounting,Hybrid,3450,2023
Wiley,21581592,Journal of Business Logistics,Hybrid,3240,2023
Wiley,15408167,Journal of Cardiovascular Electrophysiology,Hybrid,4120,2023
Wiley,10974644,Journal of Cellular Biochemistry,Hybrid,4640,2023
Wiley,10974652,Journal of Cellular Physiology,Hybrid,4940,2023
Wiley,10974660,Journal of Chemical Technology and Biotechnology,Hybrid,4100,2023
Wiley,1099128X,Journal of Chemometrics,Hybrid,4530,2023
Wiley,17446171,Journal of Child and Adolescent Psychiatric Nursing,Hybrid,2630,2023
Wiley,14697610,Journal of Child Psychology and Psychiatry,Hybrid,4530,2023
Wiley,10981101,Journal of Clinical Apheresis,Hybrid,3550,2023
Wiley,13652702,Journal of Clinical Nursing,Hybrid,4940,2023
Wiley,1600051X,Journal of Clinical Periodontology,Hybrid,5050,2023
Wiley,15524604,Journal of Clinical Pharmacology,Hybrid,3760,2023
Wiley,10974679,Journal of Clinical Psychology,Hybrid,3450,2023
Wiley,10970096,Journal of Clinical Ultrasound,Hybrid,3040,2023
Wiley,15206610,Journal of Combinatorial Designs,Hybrid,3040,2023
Wiley,10991298,Journal of Community & Applied Social Psychology,Hybrid,3240,2023
Wiley,15206629,Journal of Community Psychology,Hybrid,3450,2023
Wiley,1096987X,Journal of Computational Chemistry,Hybrid,4840,2023
Wiley,13652729,Journal of Computer Assisted Learning,Hybrid,3760,2023
Wiley,17456606,Journal of Consumer Affairs,Hybrid,3040,2023
Wiley,14791838,Journal of Consumer Behaviour,Hybrid,3040,2023
Wiley,15327663,Journal of Consumer Psychology,Hybrid,3240,2023
Wiley,14685973,Journal of Contingencies and Crisis Management,Hybrid,3090,2023
Wiley,10970053,Journal of Corporate Accounting & Finance,Hybrid,3140,2023
Wiley,15566676,Journal of Counseling & Development,Hybrid,2630,2023
Wiley,16000560,Journal of Cutaneous Pathology,Hybrid,3240,2023
Wiley,19307837,Journal of Dental Education,Hybrid,3240,2023
Wiley,17512980,Journal of Digestive Diseases,Hybrid,2950,2023
Wiley,13652745,Journal of Ecology,Hybrid,3400,2023
Wiley,14676419,Journal of Economic Surveys,Hybrid,3860,2023
Wiley,15309134,Journal of Economics & Management Strategy,Hybrid,2940,2023
Wiley,17453984,Journal of Educational Measurement,Hybrid,2780,2023
Wiley,17401461,Journal of Empirical Legal Studies,Hybrid,3040,2023
Wiley,21611920,Journal of Employment Counseling,Hybrid,2630,2023
Wiley,21689830,Journal of Engineering Education,Hybrid,3710,2023
Wiley,15372537,Journal of Environmental Quality,Hybrid,1350,2023
Wiley,17088240,Journal of Esthetic and Restorative Dentistry,Hybrid,3660,2023
Wiley,15507408,Journal of Eukaryotic Microbiology,Hybrid,3090,2023
Wiley,13652753,Journal of Evaluation in Clinical Practice,Hybrid,4020,2023
Wiley,17565391,Journal of Evidence-Based Medicine,Hybrid,2550,2023
Wiley,14209101,Journal of Evolutionary Biology,Hybrid,3090,2023
Wiley,19325231,Journal of Experimental Zoology Part A: Ecological Genetics and Physiology,Hybrid,4000,2023
Wiley,15525015,Journal of Experimental Zoology Part B Molecular and Developmental Evolution,Hybrid,3140,2023
Wiley,17562589,Journal of Family Theory & Review,Hybrid,2630,2023
Wiley,14676427,Journal of Family Therapy,Hybrid,3040,2023
Wiley,15564967,Journal of Field Robotics,Hybrid,4430,2023
Wiley,10958649,Journal of Fish Biology,Hybrid,4070,2023
Wiley,13652761,Journal of Fish Diseases,Hybrid,4940,2023
Wiley,17454530,Journal of Food Process Engineering,Hybrid,3240,2023
Wiley,17454565,Journal of Food Safety,Hybrid,3450,2023
Wiley,17503841,Journal of Food Science,Hybrid,4120,2023
Wiley,1099131X,Journal of Forecasting,Hybrid,3090,2023
Wiley,15564029,Journal of Forensic Sciences,Hybrid,4120,2023
Wiley,14401746,Journal of Gastroenterology and Hepatology,Hybrid,4530,2023
Wiley,15733599,Journal of Genetic Counseling,Hybrid,3660,2023
Wiley,21698996,Journal of Geophysical Research: Atmospheres,Hybrid,3700,2023
Wiley,21698961,Journal of Geophysical Research: Biogeosciences,Hybrid,3700,2023
Wiley,21699011,Journal of Geophysical Research: Earth Surface,Hybrid,3700,2023
Wiley,21699291,Journal of Geophysical Research: Oceans,Hybrid,3700,2023
Wiley,21699100,Journal of Geophysical Research: Planets,Hybrid,3700,2023
Wiley,21699356,Journal of Geophysical Research: Solid Earth,Hybrid,3700,2023
Wiley,21699402,Journal of Geophysical Research: Space Physics,Hybrid,3700,2023
Wiley,10970118,Journal of Graph Theory,Hybrid,3760,2023
Wiley,20400861,Journal of Healthcare Risk Management,Hybrid,3140,2023
Wiley,18686982,Journal of Hepato-Biliary-Pancreatic Sciences,Hybrid,3700,2023
Wiley,19435193,Journal of Heterocyclic Chemistry,Hybrid,3090,2023
Wiley,14676443,Journal of Historical Sociology,Hybrid,3090,2023
Wiley,15535606,Journal of Hospital Medicine,Hybrid,3090,2023
Wiley,1365277X,Journal of Human Nutrition and Dietetics,Hybrid,4120,2023
Wiley,15309290,Journal of Industrial Ecology,Hybrid,3400,2023
Wiley,15732665,Journal of Inherited Metabolic Disease,Hybrid,3300,2023
Wiley,17447909,Journal of Integrative Plant Biology,Hybrid,2730,2023
Wiley,13652788,Journal of Intellectual Disability Research,Hybrid,3550,2023
Wiley,13652796,Journal of Internal Medicine,Hybrid,4330,2023
Wiley,10991328,Journal of International Development,Hybrid,3040,2023
Wiley,1467646X,Journal of International Financial Management & Accounting,Hybrid,2730,2023
Wiley,15444767,Journal of Investigative Psychology and Offender Profiling,Hybrid,2630,2023
Wiley,10991344,Journal of Labelled Compounds and Radiopharmaceuticals,Hybrid,3450,2023
Wiley,19354940,Journal of Latin American & Caribbean Anthropology,Hybrid,3090,2023
Wiley,14676478,Journal of Law and Society,Hybrid,2880,2023
Wiley,1935262X,Journal of Leadership Studies,Hybrid,3000,2023
Wiley,17441722,Journal of Legal Studies Education,Hybrid,2630,2023
Wiley,15481395,Journal of Linguistic Anthropology,Hybrid,3090,2023
Wiley,15222586,Journal of Magnetic Resonance Imaging,Hybrid,3500,2023
Wiley,14676486,Journal of Management Studies,Hybrid,3760,2023
Wiley,17520606,Journal of Marital and Family Therapy,Hybrid,2730,2023
Wiley,17413737,Journal of Marriage and Family,Hybrid,3860,2023
Wiley,10969888,Journal of Mass Spectrometry,Hybrid,4020,2023
Wiley,17549485,Journal of Medical Imaging and Radiation Oncology,Hybrid,3350,2023
Wiley,16000684,Journal of Medical Primatology,Hybrid,3040,2023
Wiley,10969071,Journal of Medical Virology,Hybrid,4020,2023
Wiley,15251314,Journal of Metamorphic Geology,Hybrid,4530,2023
Wiley,13652818,Journal of Microscopy,Hybrid,4530,2023
Wiley,15422011,Journal of Midwifery & Women's Health,Hybrid,3400,2023
Wiley,10991352,Journal of Molecular Recognition,Hybrid,3450,2023
Wiley,15384616,"Journal of Money, Credit and Banking",Hybrid,3450,2023
Wiley,10974687,Journal of Morphology,Hybrid,4020,2023
Wiley,10991360,Journal of Multi-Criteria Decision Analysis,Hybrid,2630,2023
Wiley,21611912,Journal of Multicultural Counseling and Development,Hybrid,2630,2023
Wiley,14714159,Journal of Neurochemistry,Hybrid,4840,2023
Wiley,13652826,Journal of Neuroendocrinology,Hybrid,4120,2023
Wiley,15526569,Journal of Neuroimaging,Hybrid,3400,2023
Wiley,17486653,Journal of Neuropsychology,Hybrid,3400,2023
Wiley,10974547,Journal of Neuroscience Research,Hybrid,4640,2023
Wiley,15475069,Journal of Nursing Scholarship,Hybrid,3300,2023
Wiley,14470756,Journal of Obstetrics and Gynaecology Research,Hybrid,3350,2023
Wiley,20448325,Journal of Occupational and Organizational Psychology,Hybrid,3760,2023
Wiley,18731317,Journal of Operations Management,Hybrid,3350,2023
Wiley,16000714,Journal of Oral Pathology & Medicine,Hybrid,4330,2023
Wiley,13652842,Journal of Oral Rehabilitation,Hybrid,4840,2023
Wiley,10991379,Journal of Organizational Behavior,Hybrid,3860,2023
Wiley,1554527X,Journal of Orthopaedic Research ®,Hybrid,3750,2023
Wiley,14401754,Journal of Paediatrics and Child Health,Hybrid,3760,2023
Wiley,19412444,Journal of Parenteral and Enteral Nutrition,Hybrid,3800,2023
Wiley,10991387,Journal of Peptide Science,Hybrid,3660,2023
Wiley,16000765,Journal of Periodontal Research,Hybrid,4430,2023
Wiley,19433670,Journal of Periodontology,Hybrid,4530,2023
Wiley,14676494,Journal of Personality,Hybrid,3710,2023
Wiley,17475457,Journal of Petroleum Geology,Hybrid,3240,2023
Wiley,20552335,Journal of Pharmacy Practice and Research,Hybrid,2630,2023
Wiley,26911361,Journal of Philanthropy and Marketing,Hybrid,2630,2023
Wiley,15298817,Journal of Phycology,Hybrid,3710,2023
Wiley,10991395,Journal of Physical Organic Chemistry,Hybrid,3660,2023
Wiley,14390434,Journal of Phytopathology,Hybrid,3610,2023
Wiley,1600079X,Journal of Pineal Research,Hybrid,4530,2023
Wiley,15222624,Journal of Plant Nutrition and Soil Science,Hybrid,3660,2023
Wiley,19403496,Journal of Plant Registrations,Hybrid,1350,2023
Wiley,15206688,Journal of Policy Analysis and Management,Hybrid,3450,2023
Wiley,17411130,Journal of Policy and Practice In Intellectual Disabilities,Hybrid,2830,2023
Wiley,26424169,Journal of Polymer Science,Hybrid,3970,2023
Wiley,15405885,Journal of Product Innovation Management,Hybrid,3090,2023
Wiley,1532849X,Journal of Prosthodontics,Hybrid,3710,2023
Wiley,13652850,Journal of Psychiatric and Mental Health Nursing,Hybrid,4430,2023
Wiley,14791854,Journal of Public Affairs,Hybrid,2630,2023
Wiley,14679779,Journal of Public Economic Theory,Hybrid,3040,2023
Wiley,17527325,Journal of Public Health Dentistry,Hybrid,3240,2023
